,Mk,year,Ft,Ewltp (g/km) mean
1327,SsangYong,2018,lpg,215.95423728813557
1328,SsangYong,2018,ng,205.99166666666667
1329,SsangYong,2018,petrol,205.6541300877893
1330,SsangYong,2019,diesel,176.3003636363636
1331,SsangYong,2019,electric,0.0
1332,SsangYong,2019,lpg,169.03986710963454
1333,SsangYong,2019,ng-biomethane,178.16666666666666
1334,SsangYong,2019,petrol,172.30368302087487
1335,SsangYong,2020,diesel,176.3003636363636
1336,SsangYong,2020,electric,0.0
1337,SsangYong,2020,lpg,169.03986710963454
1338,SsangYong,2020,ng-biomethane,178.16666666666666
1339,SsangYong,2020,petrol,172.30368302087487
1340,SsangYong,2021,diesel,176.3003636363636
1341,SsangYong,2021,electric,0.0
1342,SsangYong,2021,lpg,169.03986710963454
1343,SsangYong,2021,ng-biomethane,178.16666666666666
1344,SsangYong,2021,petrol,172.30368302087487
1345,Subaru,2015,diesel,200.50448065173114
1346,Subaru,2015,lpg,189.5872727272727
1347,Subaru,2015,ng-biomethane,177.45
1348,Subaru,2015,petrol,216.43047830923248
1349,Subaru,2016,diesel,198.8257142857143
1350,Subaru,2016,lpg,202.1658536585366
1351,Subaru,2016,ng-biomethane,178.1
1352,Subaru,2016,petrol,216.68238341968913
1353,Subaru,2017,diesel,216.27952910398955
1354,Subaru,2017,lpg,199.8829268292683
1355,Subaru,2017,petrol,209.7567222767419
1356,Subaru,2018,diesel,200.98835195530728
1357,Subaru,2018,lpg,194.42222222222222
1358,Subaru,2018,ng,175.5
1359,Subaru,2018,petrol,204.35941666666668
1360,Subaru,2019,e85,193.0
1361,Subaru,2019,lpg,191.69014084507043
1362,Subaru,2019,ng-biomethane,159.0
1363,Subaru,2019,petrol,184.52446433072853
1364,Subaru,2019,petrol-electric,185.0
1365,Subaru,2020,e85,193.0
1366,Subaru,2020,lpg,191.69014084507043
1367,Subaru,2020,ng-biomethane,159.0
1368,Subaru,2020,petrol,184.52446433072853
1369,Subaru,2020,petrol-electric,185.0
1370,Subaru,2021,e85,193.0
1371,Subaru,2021,lpg,191.69014084507043
1372,Subaru,2021,ng-biomethane,159.0
1373,Subaru,2021,petrol,184.52446433072853
1374,Subaru,2021,petrol-electric,185.0
1375,Suzuki,2015,diesel,146.49503386004514
1376,Suzuki,2015,lpg,177.45000000000002
1377,Suzuki,2015,ng-biomethane,128.70000000000002
1378,Suzuki,2015,petrol,166.69140625
1379,Suzuki,2016,diesel,146.60362694300517
1380,Suzuki,2016,lpg,165.75
1381,Suzuki,2016,ng-biomethane,134.76666666666668
1382,Suzuki,2016,petrol,157.35101586418037
1383,Suzuki,2017,diesel,144.69919704861113
1384,Suzuki,2017,lpg,146.9
1385,Suzuki,2017,ng-biomethane,134.76666666666668
1386,Suzuki,2017,petrol,145.0843938891581
1387,Suzuki,2018,diesel,144.04549028417387
1388,Suzuki,2018,lpg,161.65454545454546
1389,Suzuki,2018,ng,134.2025641025641
1390,Suzuki,2018,petrol,145.26179052362448
1391,Suzuki,2018,petrol-electric,119.17460317460318
1392,Suzuki,2019,diesel,106.0
1393,Suzuki,2019,lpg,122.5
1394,Suzuki,2019,ng-biomethane,119.94782608695652
1395,Suzuki,2019,petrol,121.00804197480552
1396,Suzuki,2019,petrol-electric,51.14206257242178
1397,Suzuki,2020,diesel,106.0
1398,Suzuki,2020,lpg,122.5
1399,Suzuki,2020,ng-biomethane,119.94782608695652
1400,Suzuki,2020,petrol,121.00804197480552
1401,Suzuki,2020,petrol-electric,51.14206257242178
1402,Suzuki,2021,diesel,106.0
1403,Suzuki,2021,lpg,122.5
1404,Suzuki,2021,ng-biomethane,119.94782608695652
1405,Suzuki,2021,petrol,121.00804197480552
1406,Suzuki,2021,petrol-electric,51.14206257242178
1407,Tesla,2015,electric,0.0
1408,Tesla,2016,electric,0.0
1409,Tesla,2017,electric,0.0
1410,Tesla,2018,electric,0.0
1411,Tesla,2019,electric,0.0
1412,Tesla,2020,electric,0.0
1413,Tesla,2021,electric,0.0
1414,Toyota,2015,diesel,171.2929218106996
1415,Toyota,2015,electric,0.0
1416,Toyota,2015,lpg,206.26666666666665
1417,Toyota,2015,petrol,155.5028507619548
1418,Toyota,2015,petrol-electric,80.29411764705883
1419,Toyota,2016,diesel,162.8342977893368
1420,Toyota,2016,lpg,174.45763097949884
1421,Toyota,2016,petrol,149.29321968725966
1422,Toyota,2016,petrol-electric,100.18125
1423,Toyota,2017,diesel,153.4879528067103
1424,Toyota,2017,lpg,123.0029411764706
1425,Toyota,2017,petrol,132.854562207859
1426,Toyota,2017,petrol-electric,31.05441370223979
1427,Toyota,2018,diesel,178.78164805592505
1428,Toyota,2018,electric,0.0
1429,Toyota,2018,petrol,126.04111746075878
1430,Toyota,2019,diesel,181.19605483116013
1431,Toyota,2019,electric,0.0
1432,Toyota,2019,lpg,124.06952491309386
1433,Toyota,2019,ng,132.0
1434,Toyota,2019,other,97.0
1435,Toyota,2019,petrol,112.99941175944556
1436,Toyota,2019,petrol-electric,34.958033583937336
1437,Toyota,2020,diesel,181.19605483116013
1438,Toyota,2020,electric,0.0
1439,Toyota,2020,lpg,124.06952491309386
1440,Toyota,2020,ng,132.0
1441,Toyota,2020,other,97.0
1442,Toyota,2020,petrol,112.99941175944556
1443,Toyota,2020,petrol-electric,34.958033583937336
1444,Toyota,2021,diesel,181.19605483116013
1445,Toyota,2021,electric,0.0
1446,Toyota,2021,lpg,124.06952491309386
1447,Toyota,2021,ng,132.0
1448,Toyota,2021,other,97.0
1449,Toyota,2021,petrol,112.99941175944556
1450,Toyota,2021,petrol-electric,34.958033583937336
1451,Tripod,2017,diesel,171.6
1452,Tripod,2018,diesel,141.70000000000002
1453,Tripod,2019,diesel,156.16666666666666
1454,Tripod,2019,petrol,154.0
1455,Tripod,2020,diesel,156.16666666666666
1456,Tripod,2020,petrol,154.0
1457,Tripod,2021,diesel,156.16666666666666
1458,Tripod,2021,petrol,154.0
1459,UAZ,2018,petrol,258.7
1460,UAZ,2019,petrol,276.0
1461,UAZ,2020,petrol,276.0
1462,UAZ,2021,petrol,276.0
1463,Volkswagen,2015,diesel,173.40190807429414
1464,Volkswagen,2015,diesel-electric,27.3
1465,Volkswagen,2015,e85,159.50606060606063
1466,Volkswagen,2015,electric,0.0
1467,Volkswagen,2015,lpg,207.72142857142856
1468,Volkswagen,2015,ng-biomethane,142.07647058823528
1469,Volkswagen,2015,petrol,164.874720971216
1470,Volkswagen,2015,petrol-electric,49.26353591160221
1471,Volkswagen,2016,biodiesel,219.95999999999998
1472,Volkswagen,2016,diesel,168.88579272477693
1473,Volkswagen,2016,diesel-electric,27.3
1474,Volkswagen,2016,e85,154.94931506849318
1475,Volkswagen,2016,electric,0.0
1476,Volkswagen,2016,lpg,152.27333333333334
1477,Volkswagen,2016,ng-biomethane,135.80652173913043
1478,Volkswagen,2016,petrol,164.82993200048864
1479,Volkswagen,2016,petrol-electric,49.21697722567288
1480,Volkswagen,2017,diesel,158.15344802032607
1481,Volkswagen,2017,diesel-electric,27.3
1482,Volkswagen,2017,e85,157.41802853437096
1483,Volkswagen,2017,electric,0.0
1484,Volkswagen,2017,lpg,162.14545454545453
1485,Volkswagen,2017,ng-biomethane,157.6605749486653
1486,Volkswagen,2017,petrol,152.06454670742266
1487,Volkswagen,2017,petrol-electric,49.83896103896104
1488,Volkswagen,2018,diesel,164.14743298381757
1489,Volkswagen,2018,diesel-electric,27.3
1490,Volkswagen,2018,e85,152.0474824355972
1491,Volkswagen,2018,electric,0.0
1492,Volkswagen,2018,lpg,152.8
1493,Volkswagen,2018,ng,124.08260674828307
1494,Volkswagen,2018,petrol,152.3560634104915
1495,Volkswagen,2018,petrol-electric,50.315977356746764
1496,Volkswagen,2019,diesel,150.37529355928604
1497,Volkswagen,2019,diesel-electric,36.0
1498,Volkswagen,2019,electric,0.0
1499,Volkswagen,2019,lpg,129.77777777777777
1500,Volkswagen,2019,ng,105.55525165884448
1501,Volkswagen,2019,ng-biomethane,153.0
1502,Volkswagen,2019,other,124.0
1503,Volkswagen,2019,petrol,140.260361176636
1504,Volkswagen,2019,petrol-electric,31.73662105527098
1505,Volkswagen,2020,diesel,150.37529355928604
1506,Volkswagen,2020,diesel-electric,36.0
1507,Volkswagen,2020,electric,0.0
1508,Volkswagen,2020,lpg,129.77777777777777
1509,Volkswagen,2020,ng,105.55525165884448
1510,Volkswagen,2020,ng-biomethane,153.0
1511,Volkswagen,2020,other,124.0
1512,Volkswagen,2020,petrol,140.260361176636
1513,Volkswagen,2020,petrol-electric,31.73662105527098
1514,Volkswagen,2021,diesel,150.37529355928604
1515,Volkswagen,2021,diesel-electric,36.0
1516,Volkswagen,2021,electric,0.0
1517,Volkswagen,2021,lpg,129.77777777777777
1518,Volkswagen,2021,ng,105.55525165884448
1519,Volkswagen,2021,ng-biomethane,153.0
1520,Volkswagen,2021,other,124.0
1521,Volkswagen,2021,petrol,140.260361176636
1522,Volkswagen,2021,petrol-electric,31.73662105527098
1523,Volvo,2015,diesel,157.68976628405477
1524,Volvo,2015,diesel-electric,62.48333333333334
1525,Volvo,2015,e85,213.05555555555554
1526,Volvo,2015,ng-biomethane,179.83333333333334
1527,Volvo,2015,petrol,193.97981090100112
1528,Volvo,2015,petrol-electric,64.8607142857143
1529,Volvo,2016,diesel,154.09147033533964
1530,Volvo,2016,diesel-electric,62.400000000000006
1531,Volvo,2016,e85,209.73333333333335
1532,Volvo,2016,ng-biomethane,150.54000000000002
1533,Volvo,2016,petrol,186.93370044052867
1534,Volvo,2016,petrol-electric,63.6747572815534
1535,Volvo,2017,diesel,155.05949916885626
1536,Volvo,2017,diesel-electric,62.400000000000006
1537,Volvo,2017,lpg,144.3
1538,Volvo,2017,ng-biomethane,143.0
1539,Volvo,2017,petrol,185.10171061093249
1540,Volvo,2017,petrol-electric,63.41158798283262
1541,Volvo,2018,diesel,166.49141604075297
1542,Volvo,2018,diesel-electric,62.398369905956116
1543,Volvo,2018,electric,0.0
1544,Volvo,2018,ng,145.87083333333334
1545,Volvo,2018,petrol,181.71489097070872
1546,Volvo,2018,petrol-electric,78.092409537503
1547,Volvo,2019,diesel,163.19586423419602
1548,Volvo,2019,diesel-electric,175.90769230769232
1549,Volvo,2019,electric,0.0
1550,Volvo,2019,other,158.4047619047619
1551,Volvo,2019,petrol,164.36796508136902
1552,Volvo,2019,petrol-electric,52.008594807996886
1553,Volvo,2020,diesel,163.19586423419602
1554,Volvo,2020,diesel-electric,175.90769230769232
1555,Volvo,2020,electric,0.0
1556,Volvo,2020,other,158.4047619047619
1557,Volvo,2020,petrol,164.36796508136902
1558,Volvo,2020,petrol-electric,52.008594807996886
1559,Volvo,2021,diesel,163.19586423419602
1560,Volvo,2021,diesel-electric,175.90769230769232
1561,Volvo,2021,electric,0.0
1562,Volvo,2021,other,158.4047619047619
1563,Volvo,2021,petrol,164.36796508136902
1564,Volvo,2021,petrol-electric,52.008594807996886
1565,ZD,2019,electric,0.0
1566,ZD,2020,electric,0.0
1567,ZD,2021,electric,0.0
1568,Škoda,2015,diesel,166.4
1569,Škoda,2015,petrol,202.8
1570,Škoda,2019,diesel,131.14692718195903
1571,Škoda,2019,electric,0.0
1572,Škoda,2019,lpg,130.025
1573,Škoda,2019,ng,101.82926829268293
1574,Škoda,2019,other,115.0
1575,Škoda,2019,petrol,129.22420796100732
1576,Škoda,2019,petrol-electric,26.130681818181817
1577,Škoda,2020,diesel,131.14692718195903
1578,Škoda,2020,electric,0.0
1579,Škoda,2020,lpg,130.025
1580,Škoda,2020,ng,101.82926829268293
1581,Škoda,2020,other,115.0
1582,Škoda,2020,petrol,129.22420796100732
1583,Škoda,2020,petrol-electric,26.130681818181817
1584,Škoda,2021,diesel,131.14692718195903
1585,Škoda,2021,electric,0.0
1586,Škoda,2021,lpg,130.025
1587,Škoda,2021,ng,101.82926829268293
1588,Škoda,2021,other,115.0
1589,Škoda,2021,petrol,129.22420796100732
1590,Škoda,2021,petrol-electric,26.130681818181817
